filepath,title
26844,A light yellow cat is sitting in a bathroom sink. 
26845,Two toothbrushes are beside a tube of toothpaste.
26846,A man talking on his cellphone in one hand.
26847,A girl wearing sunglasses playing baseball in the backyard.
26848,A commercial passenger jet airplane is flying through the sky.
26849,The laptop is next to an open magazine.
26850,A tan and white baby giraffe in a park zoo.
26851,The person is skiing at the bottom of a steep slope. 
26852,"Paints, a paintbrush and a cellphone on a table."
26853,A group of trucks parked on top of a warehouse floor.
26854,a kitchen with brown cupboards and a silver microwave 
26855,Three adult giraffe standing in a grassy field.
26856,An up close shot of a seagull flying in front of the beach
26857,A small girl brushes her hair in front of a mirror.
26858,A person wearing a catchers mitt while wearing sunglasses.
26859,A very small kitchen sink with a single light above it.
26860,"In one half of the room their is a table and chairs, and in the other half there is a bed, a night stand, and a television on a cart. "
26861,there is a ladder that is hanging from the ceiling
26862,Two cows laying out together underneath a tree. 
26863,Two cats up on a couch looking out the window 
26864,Three elephants carrying people on their back in a bush
26865,a person  on a city street catching a frisbee
26866,"A sandwich made with ciabatta bread, and some fried on the plate behind it. "
26867,A man and woman on boat with bridge in the background.
26868,A bowl is filled with fresh chopped broccoli. 
26869,A gray and white cat sitting next to a wine glass.
26870,"In one half of the room their is a table and chairs, and in the other half there is a bed, a night stand, and a television on a cart. "
26871,A lone skier in a competition moves through the snow. 
26872,Two men sitting next to each other in front of a brick wall.
26873,"A blow up of a blue car, and one of three spiky red things. "
26874,A picture of a scene in a baseball game.
26875,Two buses are parked in front of a tall building on a city street. 
26876,Black bear lying on grass while facing the camera.
26877,A child in the infield waiting for a play to happen.
26878,"A view of a bathroom with a mirror, towels and a tub. "
26879,"A home, vehicle, street signs, and the ocean."
26880,several people riding horses across a sandy beach
26881,Three elephants carrying people on their back in a bush
26882,Two men having a conversation while seated at a table of random items.
26883,A group of bicycling people with helmets are riding down a pathway.
26884,a bathroom with a toilet sits next to a bath tub
26885,A person wearing a black jacket and blue shirt along with a tie full of knots and bolts.
26886,A male tennis player has his foot out and his hand back ready to hit the ball.
26887,A child in the infield waiting for a play to happen.
26888,An old fire hydrant on an empty sidewalk.
26889,A tennis player is  about to hit a ball that crossed the net with a racket.
26890,The airplane is on the runway waiting to take off.
26891,A batter prepares to swing at a pitch during a baseball game.
26892,A giraffe standing next to a tree covered in leaves.
26893,A bicycle parked outside on a bicycle ramp. 
26894,A person on a tennis court swinging his racket.
26895,"A sandwich made with ciabatta bread, and some fried on the plate behind it. "
26896,A baseball player swinging a bat during a game.
26897,a person standing near a bench with a view of mountains
26898,A baby brushing a woman's teeth with a tooth brush.
26899,A dog peeking around a corner to which we can see a mirrored image of his head.
26900,A man skateboards down a brick road in a city.
26901,Large sized dog laying down on the floor next to a large painting of the dog laying down.
26902,A collie wearing a Santa Clause hat 
26903,modern kitchen with wooden floor areas and several utilities
26904,There is a wave in the ocean along with a surfboard
26905,Two toothbrushes are beside a tube of toothpaste.
26906,Several people on large motorcycles are riding down the street.
26907,A young bear is standing on it's hind legs.
26908,Sleeping cat on couch holding a television remote.
26909,The bathtub next to the toilet is very long.
26910,Woman cross country skiing down a snowy path
26911,a person leading an elephant on a city street
26912,A tall brick clock tower sitting in the middle of a field.
26913,"A man on horse and buggy going down a road.
"
26914,A sandwich with pieces of meat on a bun.
26915,A person who is on a snowboard in the air.
26916,a man that is in a suite and a tie
26917,Multiple colored bus passing beside a tiered building. 
26918,Many sheep are comfortably grazing in the field.
26919,A flat vase holding a flower near a window sill.
26920,a bed room with a bed a drawer and a window
26921,A man on a surfboard is surfing at the beach.
26922,The 3D image shows a man herding a group of animals.
26923,A group of boats parked in a marina in a large body of water.
26924,Man kicking up snow on his skis while on a snow trail. 
26925,Two bulls standing in middle of street with laundry hanging off wall above them
26926,Females tennis player holding your racket up to a ball. 
26927,A human converses with Marvin the Paranoid Laptop.
26928,a man that is standing under a tree
26929,A double decker bus thats sitting in the garage unattended. 
26930,A man playing with two dogs in the snow.
26931,Many bunches of bananas and other fruits that are on display. 
26932,A bear laying behind a big tree trunk
26933,A large clock cut into the lawn of a small home.
26934,A brown chair sitting in front of a TV in a living room.
26935,A slice of cake sitting on top of a white plate.
26936,A close up of a sandwich filled with green vegetable 
26937,A cake and the dirty dishes used to make it sit on a counter.
26938,a public transit bus on a city street
26939,A brown chair sitting in front of a TV in a living room.
26940,A street with a stop sign and stop written on the street.
26941,A young women sitting at a picnic table eating a meal.
26942,A chandelier is lit above a small bed.
26943,A transit bus parked at a stop on the side of the road.
26944,Several people pose for a picture in front of a store.
26945,A naked women that is laying on a bed.
26946,Skier sitting on the side of a mountain slope on a snowy terrain. 
26947,"Seven oranges in a blue and white bowl, "
26948,A baseball pitcher on the mound with a baseball in hand.
26949,A pizza with lots of toppings is sitting on a pizza pan on top of a wooden table.
26950,"A newly remodeled, very large bathroom painted green."
26951,A kitchen with a slanted ceiling and skylight.
26952,A motorcycle wearing 103 rounding the curve in a road.
26953,A Lufthansa airlines plane is parked at a terminal with several support vehicles around it.
26954,Young man touches a girl how to water ski.
26955,A cat laying on a bed and looking up.
26956,Two cats that are looking at each other.
26957,THERE IS A MAN THAT IS ON A SKATE BOARD IN THE STREET 
